,NAME_1,NAME_2,DESC_OCC,RACE,STATE_DATE,END_DATE,BOS_START_DATE,BOS_END_DATE,TYPE,ACTION,START_LOC,END_LOC,LAT,LONG,ORIG_ADDRESS,RECORDS,DIGS,IIIF,HAD,SOURCE,LD,OTHER_REPO,NOTES,LAYER,TITLE_1,URL_1,TITLE_2,URL_2,TITLE_3,URL_3
331,Silver,Joseph A.,mariner,Black,,,,,Person,lived,,1836.0,42.3422,-71.06775999999999,704 Washington,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Estimated based South May opening at 706 Washington Street,"Stimpson's Boston Directory, 1836",,,,,,
332,Simpson,Violet,,Black,,,,,Person,lived,,1836.0,42.36596,-71.05373,Robinson alley,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
333,Smith,Peter,clothing,Black,,,,,Person,lived,,1836.0,42.361000000000004,-71.06676999999999,82 Cambridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,"Stimpson's Boston Directory, 1836",,,,,,
334,Smith,Lewis,grain measurer,Black,,,,,Person,lived,,1836.0,42.35955,-71.0686,May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
335,Smith,John,,Black,,,,,Person,lived,,1836.0,42.35996,-71.06777,house West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
336,Snowden,Samuel,preacher,Black,,,,,Person,lived,,1836.0,42.36091,-71.06518,5 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
337,St. Pierre,John,,Black,,,,,Person,lived,,1836.0,42.35972,-71.06815,house rear May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
338,Standin,Francis,,Black,,,,,Person,lived,,1836.0,42.360659999999996,-71.06788,house 13 West Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
339,Steward,Linea,doctress,Black,,,,,Person,lived,,1836.0,42.36019,-71.06597,house rear South Russell,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
340,Stockbridge,Adam,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
341,Sumey,Susan B.,,Black,,,,,Person,lived,,1836.0,42.36596,-71.05373,Robinson alley,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
342,Taylor,John R.,,Black,,,,,Person,lived,,1836.0,42.36033,-71.06703,"boarding house Southac, 2d door from West Centre",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
343,Teford,Andrew,barber,Black,,,,,Person,lived,,1836.0,42.36026,-71.06526,house rear 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
344,Telford,Andrew,hairdresser,Black,,,,,Person,lived,,1836.0,42.36005,-71.06562,house May court,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Court is now Smith Court,"Stimpson's Boston Directory, 1836",,,,,,
345,Telford,Andrew,hairdresser,Black,,,,,Person,worked,,1836.0,42.3582,-71.06705,Mt. Vernon,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
346,Thacker,Henry,bootblack,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
347,Thacker,Henry,bootblack,Black,,,,,Person,worked,,1836.0,42.357409999999994,-71.05798,3 Spring lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
348,Thomas,John,clothing store,Black,,,,,Person,lived,,1836.0,42.36459,-71.05173,245 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
349,Thompson,G. W.,hairdresser,Black,,,,,Person,lived,,1836.0,42.36091,-71.05875,32 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Estimated based on the location of 29 Hanover Street at intersection with Elm St.,"Stimpson's Boston Directory, 1836",,,,,,
350,Thompson,Samuel B.,,Black,,,,,Person,lived,,1836.0,42.35972,-71.06815,house rear May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
351,Thurston,Pomp,waiter,Black,,,,,Person,lived,,1836.0,42.360490000000006,-71.06505,20 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
352,Tidd,Dudley,laborer,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
353,Toliver,George,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
354,Tyler,Henry,clothes,Black,,,,,Person,worked,,1836.0,42.361967,-71.056492,"shop, Blackstone",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
355,Wallace,William,hairdresser,Black,,,,,Person,lived,,1836.0,42.36166,-71.05521,82 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
356,Washington,George,bootblack,Black,,,,,Person,lived,,1836.0,42.36026,-71.06526,house r. 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
357,Washington,George,bootblack,Black,,,,,Person,worked,,1836.0,42.3577,-71.05611999999999,Water,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
358,Weeks,Maria,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
359,White,John,tailor,Black,,,,,Person,lived,,1836.0,42.36035,-71.06503000000001,24 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
360,White,Samuel,mariner,Black,,,,,Person,lived,,1836.0,42.35229,-71.06061,Peck lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
361,White,Samuel,mariner,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
362,Williams,Alfred,,Black,,,,,Person,lived,,1836.0,42.360490000000006,-71.06505,house 20 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
363,Williams,Isaac,,Black,,,,,Person,lived,,1836.0,42.360240000000005,-71.06515,house 27 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
364,Williams,John,shoeblack,Black,,,,,Person,lived,,1836.0,42.36036,-71.06638000000001,house Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
365,Williams,John,shoeblack,Black,,,,,Person,worked,,1836.0,42.35167,-71.0572,South cor. East,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
366,Williams,John,laborer,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
367,Williams,John,mariner,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
368,Williams,Charles,hairdresser,Black,,,,,Person,lived,,1836.0,42.34919,-71.06548000000001,Tremont near Warren,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
369,Wilson,William J.,hairdresser,Black,,,,,Person,lived,,1836.0,42.3645,-71.0517,241 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
370,Wilson,William J.,hairdresser,Black,,,,,Person,lived,,1836.0,42.36354,-71.05487,174 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Estimated based on the location of 152 Hanover Street at intersection with No. Hanover Court.,"Stimpson's Boston Directory, 1836",,,,,,
371,Wilson,Benjamin,laborer,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
372,Winsor,Thomas,,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
373,Wood,Robert,boarding,Black,,,,,Person,lived,,1836.0,42.36036,-71.06638000000001,Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
374,Woodland,Isaac,,Black,,,,,Person,lived,,1836.0,42.36056,-71.06517,house 17 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
375,Woodruff,William F.,clothing,Black,,,,,Person,lived,,1836.0,42.362840000000006,-71.0542,151 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
376,Woodson,Joseph,blacking maker,Black,,,,,Person,lived,,1836.0,42.360279999999996,-71.07004,George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
377,Wright,John,clothes,Black,,,,,Person,worked,,1836.0,42.360054,-71.058697,"store, 5 Brattle square ",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
378,Wright,John,clothes,Black,,,,,Person,lived,,1836.0,42.36435,-71.06716999999999,house Poplar,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
379,Young,Hannah,widow,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
380,Knapp,Isaac,,white,1804-00-00,1843-00-00,1830-00-00,1843-00-00,Person,worked,,1835.0,42.359693,-71.058305,31 Cornhill,,,,,,Q17330118,,,,,,,,,
381,Knapp,Isaac,,white,1804-00-00,1843-00-00,1830-00-00,1843-00-00,Person,lived,,1833.0,42.35504,-71.06049,Central Ct,,,,,,Q17330118,,,,,,,,,
382,Dow,Moses A.,printer,white,1810-00-00,1886-00-00,,1886-00-00,Person,lived,,1842.0,42.36727,-71.05485,66 Charter St,,,,,,,,,,,,,,,
383,African Meeting House,,,,1806-00-00,,1806-00-00,,Place,was built,1806.0,,42.359983,-71.065481,,,,,,Wikipedia.,Q3329655,,"Other names: African Church, Belknap Street Church, First African Baptist Church, First Independent Baptist Church","Boston, 1780-1880",,,,,,
384,George and Susan Hillard House,,,,1835-00-00,187U-00-00,1855-00-00,1858-00-00,Place,was part of the Underground Railroad,,1855.0,42.358784,-71.067685,,,,,,Boston African American National Historic Site.,,,,"Boston, 1780-1880",,,,,,
385,Smith Court,,,,179U-00-00,191U-00-00,179U-00-00,191U-00-00,Place,was,1790.0,1910.0,42.360048,-71.065557,,,,,,Boston African American National Historic Site.,,,,"Boston, 1780-1880",,,,,,
386,Dow and Jackson,,,,,,,,Publisher,operated,,1842.0,42.358109999999996,-71.05723,14 Devonshire,990068590270203941;,,,,,,,,,"Brief view of american chattelized humanity, and its supports",https://id.lib.harvard.edu/alma/990068590270203941/catalog,,,,
387,Anti-Slavery Herald,The,,,,,,,Work,was published,,,,,,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,Newspaper published by Benjamin Roberts.,"Boston, 1780-1880",,,,,,
388,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1838.0,1846.0,42.359665,-71.058249,25 Cornhill St on 1838 to 1846 Masthead,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,25 Cornhill St on 1838 to 1846 Masthead,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
389,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1847.0,1860.0,42.359671999999996,-71.058174,21 Cornhill St from 1847 to 1860 Masthead; ,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,21 Cornhill St from 1847 to 1860 Masthead; ,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
390,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1831.0,1834.0,42.35764,-71.056311,11 Merchants Hall on 1831 Masthead ,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,11 Merchants Hall on 1831 Masthead ,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
391,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,,1835.0,42.359693,-71.058305,31 Cornhill St on 1835 Masthead,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,31 Cornhill St on 1835 Masthead,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
392,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1836.0,1837.0,42.359091,-71.05774100000001,46 Washington St on 1836 to 1837 Masthead,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,46 Washington St on 1836 to 1837 Masthead,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
393,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1861.0,1865.0,42.356328999999995,-71.059687,221 Washington St Room No. 6 on 1861 Masthead,990001325820203941;,,,,Wikipedia.,Q1336674,http://fair-use.org/the-liberator/,221 Washington St Room No. 6 on 1861 Masthead,"Boston, 1780-1880",Liberator,https://id.lib.harvard.edu/alma/990001325820203941/catalog,,,,
394,Self-Elevator,The,,,,,,,Work,was published,,,,,,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,Newspaper published by Benjamin Roberts.,"Boston, 1780-1880",,,,,,
395,Abolitionist,The,,,1833-00-00,1833-00-00,1833-00-00,1833-00-00,Work,was published,,1833.0,42.35764,-71.056311,Garrison and Knapp: 9 Merchants Hall,990045701730203941;,http://nrs.harvard.edu/urn-3:HUL.FIG:004570173,,,,Q96246076,,,"Boston, 1780-1880",Abolitionist,https://id.lib.harvard.edu/alma/990045701730203941/catalog,,,,
396,American Anti-Slavery Almanac,,,,1837-00-00,1843-00-00,1838-00-00,1838-00-00,Work,was published,,1838.0,42.359665,-71.058249,Isaac Knapp: 25 Cornhill,,,,,,Q85741202,,,"Boston, 1780-1880",,,,,,
397,Poems on miscellaneous subjects,Frances Ellen Watkins,,,1854-00-00,1854-00-00,1854-00-00,1854-00-00,Work,was published,,1854.0,42.359671999999996,-71.058174,J.B. Yerrinton & Son: 21 Cornhill St,990045681050203941;,,,,,Q5478699,,,"Boston, 1780-1880",Poems on miscellaneous subjects,https://id.lib.harvard.edu/alma/990045681050203941/catalog,,,,
398,"Narrative of William W. Brown, a fugitive slave",William Wells Brown,,,1847-00-00,1847-00-00,1847-00-00,1847-00-00,Work,was published,,1847.0,42.359123,-71.057659,Anti-slavery office:  21 Cornhill St,990046912590203941;,http://nrs.harvard.edu/urn-3:HUL.FIG:004691259,,,Wikipedia.,Q961244,,,"Boston, 1780-1880","Narrative of william w. brown, a fugitive slave",https://id.lib.harvard.edu/alma/990046912590203941/catalog,,,,
399,Letters of Phillis Wheatly : the Negro-slave poet of Boston,,,,1864-00-00,1864-00-00,1864-00-00,1864-00-00,Work,was published,,1864.0,42.35753,-71.05768,John Wilson and son: 15 Water,990007848890203941;,http://nrs.harvard.edu/urn-3:DIV.LIB:10785359,https://iiif.lib.harvard.edu/manifests/drs:46312823,,,Q257911,,,"Boston, 1780-1880",Letters of phillis wheatly,https://id.lib.harvard.edu/alma/990007848890203941/catalog,,,,
400,Thacker,Henry L. W. ,waiter,Black,,,,,Person,lived,1833.0,1871.0,42.3604,-71.06665,5 Southac,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
401,Hopkins,Pauline,author,Black,1859-00-00,1930-00-00,1870-00-00,1930-00-00,Person,lived,,1930.0,42.364581,-71.110007,19 Jay St in Cambridge,,,,,Wikipedia.,Q7155037,,In 1930 Federal census,"Boston, 1780-1880",,,,,,
402,Hopkins,Pauline,author,Black,1859-00-00,1930-00-00,1870-00-00,1930-00-00,Person,lived,,1870.0,,,Ward 3 of Boston,,,,,Wikipedia.,Q7155037,,In 1870 Federal census: https://www.ancestrylibrary.com/imageviewer/collections/7163/images/4271362_00286,"Boston, 1780-1880",,,,,,
403,Atkins,Zipporah Potter,,Black,1645-00-00,1705-00-00,1645-00-00,1705-00-00,Person,,,,,,,,,,,Wikipedia.,Q16975644,,,"Boston, 1780-1880",,,,,,
404,Attucks,Crispus,,Black,1723-00-00,1770-00-00,1723-00-00,1770-00-00,Person,died,,1770.0,42.358725,-71.05749399999999,,,,,,Wikipedia.,Q288241,,site of Boston Massacre,"Boston, 1780-1880",,,,,,
405,,Bonny,,Black,,,1755-12-11,1755-12-11,Person,,,,,,,990006033720203941;,https://nrs.harvard.edu/urn-3:HMS.COUNT:37493240,https://iiif.lib.harvard.edu/manifests/drs:457678088,https://hollisarchives.lib.harvard.edu/repositories/14/resources/8031,Colonial North American at Harvard Library.,,,"Johnson Jackson's advertisement seeking the location of Bonny or Bonny-west, a person who had escaped enslavement.","Boston, 1780-1880","William cranch bond fifield papers, 1626-1970 (inclusive), 1841-1896 (bulk)",https://id.lib.harvard.edu/alma/990006033720203941/catalog,,,,
406,Wheatley,Phillis ,,Black,1753-00-00,1784-00-00,1761-00-00,1784-00-00,Person,lived,,1761.0,42.358994,-71.055924,,990091526090203941; 990024451140203941;,https://digitalcollections.library.harvard.edu/catalog/hou01446c00563; https://digitalcollections.library.harvard.edu/catalog/990024451140203941_FHCL.HOUGH:5338543,https://iiif.lib.harvard.edu/manifests/drs:474790456; https://iiif.lib.harvard.edu/manifests/ids:35288222,https://hollisarchives.lib.harvard.edu/repositories/24/archival_objects/638740,"Wikipedia.Vincent Carretta, Phillis Wheatley: Biography of a Genius in Bondage. University of Georgia Press, 2011.",Q257911,,House at the corner of King Street and Mackerel Lane (now State Street and Kilby Street),"Boston, 1780-1880","Autograph file, w, 1585-1973",https://id.lib.harvard.edu/alma/990091526090203941/catalog,"Poems on various subjects, religious and moral",https://id.lib.harvard.edu/alma/990024451140203941/catalog,,
407,Colbourn,George,,Black,,,,,Person,lived,,1762.0,42.36251,-71.06421,,99153757472603941;,https://iiif.lib.harvard.edu/manifests/view/drs:477294536$20i,https://iiif.lib.harvard.edu/manifests/drs:477294536,https://hollisarchives.lib.harvard.edu/repositories/11/archival_objects/2930565,Colonial North American at Harvard Library.,,,"In Ward No. 7, Jonathan Mason found that George Colbourn, a freed African American who was a formerly enslaved by Timothy Emmerson in Redding, was living at a home of another African American man named Tillis, located near Dr. Mayhew's meeting house. Placement is approximated near Mayhew's meeting house, which is now the Old West Church.","Boston, 1780-1880","Vertical file collection on massachusetts town records, 1635-1877",https://id.lib.harvard.edu/alma/99153757472603941/catalog,,,,
408,,Caeser,,Black,,,1774-00-00,,Person,lived,,,,,,990146480560203941;,https://iiif.lib.harvard.edu/manifests/view/drs:437414962$1i,https://iiif.lib.harvard.edu/manifests/drs:437414962,https://hollisarchives.lib.harvard.edu/repositories/11/resources/8731,Colonial North American at Harvard Library.,,,a boy enslaved by attorney Sampson S. Blowers (1742-1842; Harvard AB 1763),"Boston, 1780-1880","Daniel rea records, 1736-1784 (inclusive)",https://id.lib.harvard.edu/alma/990146480560203941/catalog,,,,
409,,Phillis,,Black,,,1774-00-00,,Person,lived,,,,,,990146480560203941;,https://iiif.lib.harvard.edu/manifests/view/drs:437414962$1i,https://iiif.lib.harvard.edu/manifests/drs:437414962,https://hollisarchives.lib.harvard.edu/repositories/11/resources/8731,Colonial North American at Harvard Library.,,,a woman enslaved by Daniel Rea,"Boston, 1780-1880","Daniel rea records, 1736-1784 (inclusive)",https://id.lib.harvard.edu/alma/990146480560203941/catalog,,,,
410,Homer,Horatio J. ,police officer,Black,1848-00-00,1923-00-00,1873-00-00,1923-00-00,Person,lived,,1880.0,42.347682,-71.075254,46 Buckingham St ,,,,,Wikipedia.,Q42698736,,In 1880 Federal Census,"Boston, 1780-1880",,,,,,
411,Homer,Horatio J. ,police officer,Black,1848-00-00,1923-00-00,1873-00-00,1923-00-00,Person,lived,,1880.0,42.335563,-71.07543100000001,686 Mass Ave,,,,,Wikipedia.,Q42698736,,In the 1910 Federal Census,"Boston, 1780-1880",,,,,,
412,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.380897,-71.11341999999999,59 Museum St in Cambridge,,,,,Wikipedia.,Q8018731,,In 1910 Federal Census,"Boston, 1780-1880",,,,,,
413,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.417221000000005,-71.180724,243 Park Ave in Arlington ,,,,,Wikipedia.,Q8018731,,In 1920 Federal Census,"Boston, 1780-1880",,,,,,
414,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.37408,-71.106562,27 Ellsworth Ave,,,,,Wikipedia.,Q8018731,,In 1918 Draft Card,"Boston, 1780-1880",,,,,,
415,Morgan,Clement G. ,,Black,1859-00-00,1929-00-00,188U-00-00,1929-00-00,Person,lived,,1910.0,42.372018,-71.09951600000001,265 Prospect St in Cambridge ,,,,,Wikipedia.,Q28011754,,In 1917 City Directory and 1900 Federal Census,"Boston, 1780-1880",,,,,,
416,Wilson,Mary Evans ,,Black,1866-00-00,1928-00-00,1894-00-00,1928-00-00,Person,lived,,1920.0,42.341549,-71.077634,13 Rutland Sq,,,,,Wikipedia.,Q27974863,,,"Boston, 1780-1880",,,,,,
417,Copp's Hill Burying Ground,,,,1659-00-00,,1659-00-00,,Place,is,1659.0,,42.367222,-71.056389,,,,,,Wikipedia.,Q1131544,,,"Boston, 1780-1880",,,,,,
418,Hygeia,,sculpture,,1872-00-00,,1872-00-00,,Work,was installed,,1872.0,42.371472,-71.14328499999999,,,,,,"Lorraine Elena Roses, Black Bostonians and the Politics of Culture, 1920-1940. University of Massachusetts Press, 2017.",,https://mountauburn.org/hunt-monument/,"by Mary Edmonia Lewis, at the grave of Harriot K Hunt","Boston, 1780-1880",,,,,,
